================================================
  NLOC    CCN   token  PARAM  length  location  
------------------------------------------------
       7      1     45      4       8 ServoRHA::ServoRHA@26-33@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       9      1     64      5      13 ServoRHA::init@43-55@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       9      1     42      0      14 ServoRHA::init@61-74@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
      10      1     66      0      10 ServoRHA::angleRead@83-92@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
      10      1     62      0      11 ServoRHA::speedRead@97-107@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       7      2     37      0       7 ServoRHA::isMoving@112-118@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
      20      1    163      0      29 ServoRHA::updateInfo@131-159@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       3      1     15      2       3 regulatorServo@172-174@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       8      1     53      1      11 ServoRHA::returnPacketSet@185-195@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
      11      2     77      5      11 ServoRHA::addToPacket@204-214@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
      19      2    182      5      20 ServoRHA::wrapPacket@224-243@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       8      1     45      0       8 ServoRHA::calibrateTorque@253-260@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
      13      3     87      2      16 ServoRHA::calibrateTorqueDir@266-281@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
      10      6    134      2      12 ServoRHA::setWheelSpeedPercent@295-306@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       6      3     51      3       6 compareAngles@319-324@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       6      3     51      3       6 compareSpeed@332-337@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.cpp
       1      1      5      0       1 ServoRHA::ServoRHA@62-62@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.h
       1      1      8      0       1 ServoRHA::getID@81-81@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.h
       1      1      8      0       1 ServoRHA::getSpeed@82-82@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.h
       1      1      8      0       1 ServoRHA::getSpeedDir@83-83@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.h
       1      1      8      0       1 ServoRHA::getPosition@84-84@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.h
       1      1      8      0       1 ServoRHA::getLoad@85-85@/home/gmv/RHA/SW/lib/servo_rha/servo_rha.h
